data,etanol_blr
10/12/2004,0.7748
17/12/2004,0.7643
24/12/2004,0.7517
31/12/2004,0.7555
07/01/2005,0.7636
14/01/2005,0.7636
21/01/2005,0.7703
28/01/2005,0.7605
04/02/2005,0.7657
11/02/2005,0.7643
18/02/2005,0.767
25/02/2005,0.7647
04/03/2005,0.7671
11/03/2005,0.7729
18/03/2005,0.7779
25/03/2005,0.7741
01/04/2005,0.7746
08/04/2005,0.7746
15/04/2005,0.7601
22/04/2005,0.7174
29/04/2005,0.6841
06/05/2005,0.6036
13/05/2005,0.573
20/05/2005,0.5742
27/05/2005,0.5786
03/06/2005,0.5749
10/06/2005,0.5752
17/06/2005,0.5869
24/06/2005,0.5983
01/07/2005,0.6546
08/07/2005,0.6719
15/07/2005,0.6815
22/07/2005,0.68
29/07/2005,0.6638
05/08/2005,0.6599
12/08/2005,0.6553
19/08/2005,0.6575
26/08/2005,0.6577
02/09/2005,0.6585
09/09/2005,0.6669
16/09/2005,0.7157
23/09/2005,0.7903
30/09/2005,0.8046
07/10/2005,0.8209
14/10/2005,0.8349
21/10/2005,0.8291
28/10/2005,0.8108
04/11/2005,0.8107
11/11/2005,0.8098
18/11/2005,0.8088
25/11/2005,0.8195
02/12/2005,0.8621
09/12/2005,0.9269
16/12/2005,0.9659
23/12/2005,0.9921
30/12/2005,1.0073
06/01/2006,1.0348
13/01/2006,1.0206
20/01/2006,1.0117
27/01/2006,1.0139
03/02/2006,1.0155
10/02/2006,1.0379
17/02/2006,1.0721
24/02/2006,1.153
03/03/2006,1.2004
10/03/2006,1.2412
17/03/2006,1.2286
24/03/2006,1.2135
31/03/2006,1.1958
07/04/2006,1.1587
14/04/2006,1.1216
21/04/2006,1.0428
28/04/2006,0.9059
05/05/2006,0.8561
12/05/2006,0.8557
19/05/2006,0.838
26/05/2006,0.8405
02/06/2006,0.8421
09/06/2006,0.8505
16/06/2006,0.8516
23/06/2006,0.8572
30/06/2006,0.8769
07/07/2006,0.8963
14/07/2006,0.9095
21/07/2006,0.9096
28/07/2006,0.8959
04/08/2006,0.8827
11/08/2006,0.8513
18/08/2006,0.789
25/08/2006,0.7867
01/09/2006,0.7728
08/09/2006,0.7682
15/09/2006,0.7546
22/09/2006,0.7476
29/09/2006,0.7526
06/10/2006,0.7626
13/10/2006,0.7588
20/10/2006,0.7584
27/10/2006,0.758
03/11/2006,0.7592
10/11/2006,0.7585
17/11/2006,0.749
24/11/2006,0.7466
01/12/2006,0.7466
08/12/2006,0.7538
15/12/2006,0.7678
22/12/2006,0.806
29/12/2006,0.843
05/01/2007,0.868
12/01/2007,0.8552
19/01/2007,0.8439
26/01/2007,0.8332
02/02/2007,0.8126
09/02/2007,0.7828
16/02/2007,0.8119
23/02/2007,0.816
02/03/2007,0.8111
09/03/2007,0.8179
16/03/2007,0.8389
23/03/2007,0.8996
30/03/2007,0.9645
06/04/2007,0.9497
13/04/2007,0.943
20/04/2007,0.9628
27/04/2007,0.9176
04/05/2007,0.8695
11/05/2007,0.7495
18/05/2007,0.6788
25/05/2007,0.6079
01/06/2007,0.5985
08/06/2007,0.5949
15/06/2007,0.5896
22/06/2007,0.5798
29/06/2007,0.5765
06/07/2007,0.578
13/07/2007,0.5824
20/07/2007,0.5851
27/07/2007,0.5923
03/08/2007,0.5904
10/08/2007,0.582
17/08/2007,0.5768
24/08/2007,0.5779
31/08/2007,0.5812
07/09/2007,0.5814
14/09/2007,0.5802
21/09/2007,0.5797
28/09/2007,0.5816
05/10/2007,0.5803
12/10/2007,0.5792
19/10/2007,0.5762
26/10/2007,0.586
02/11/2007,0.6337
09/11/2007,0.717
16/11/2007,0.7478
23/11/2007,0.7499
30/11/2007,0.7542
07/12/2007,0.7565
14/12/2007,0.7536
21/12/2007,0.7452
28/12/2007,0.737
04/01/2008,0.7331
11/01/2008,0.7119
18/01/2008,0.6949
25/01/2008,0.6802
01/02/2008,0.6734
08/02/2008,0.6734
15/02/2008,0.7078
22/02/2008,0.7339
29/02/2008,0.7495
07/03/2008,0.7555
14/03/2008,0.7587
21/03/2008,0.7622
28/03/2008,0.7448
04/04/2008,0.7214
11/04/2008,0.6992
18/04/2008,0.6972
25/04/2008,0.7251
02/05/2008,0.7659
09/05/2008,0.7498
16/05/2008,0.6955
23/05/2008,0.66
30/05/2008,0.6392
06/06/2008,0.6327
13/06/2008,0.639
20/06/2008,0.6773
27/06/2008,0.7231
04/07/2008,0.7138
11/07/2008,0.7235
18/07/2008,0.7251
25/07/2008,0.717
01/08/2008,0.6974
08/08/2008,0.6941
15/08/2008,0.7111
22/08/2008,0.7413
29/08/2008,0.7386
05/09/2008,0.7394
12/09/2008,0.7428
19/09/2008,0.7588
26/09/2008,0.7655
03/10/2008,0.7654
10/10/2008,0.7633
17/10/2008,0.7376
24/10/2008,0.7112
31/10/2008,0.6838
07/11/2008,0.6823
14/11/2008,0.7325
21/11/2008,0.7654
28/11/2008,0.7387
05/12/2008,0.7362
12/12/2008,0.7359
19/12/2008,0.7386
26/12/2008,0.7392
02/01/2009,0.7533
09/01/2009,0.769
16/01/2009,0.7778
23/01/2009,0.8056
30/01/2009,0.8056
06/02/2009,0.8208
13/02/2009,0.785
20/02/2009,0.7279
27/02/2009,0.7107
06/03/2009,0.6927
13/03/2009,0.6809
20/03/2009,0.6396
27/03/2009,0.5926
03/04/2009,0.5654
10/04/2009,0.582
17/04/2009,0.6703
24/04/2009,0.6846
01/05/2009,0.5883
08/05/2009,0.5785
15/05/2009,0.5835
22/05/2009,0.5911
29/05/2009,0.5878
05/06/2009,0.581
12/06/2009,0.5909
19/06/2009,0.6089
26/06/2009,0.6456
03/07/2009,0.6941
10/07/2009,0.7283
17/07/2009,0.7166
24/07/2009,0.6882
31/07/2009,0.7238
07/08/2009,0.7104
14/08/2009,0.7053
21/08/2009,0.735
28/08/2009,0.7564
04/09/2009,0.7451
11/09/2009,0.7879
18/09/2009,0.7882
25/09/2009,0.8509
02/10/2009,0.8963
09/10/2009,0.9007
16/10/2009,0.934
23/10/2009,0.9579
30/10/2009,0.9669
06/11/2009,0.9469
13/11/2009,0.9523
20/11/2009,0.9338
27/11/2009,0.928
04/12/2009,0.935
11/12/2009,0.9647
18/12/2009,1.0243
25/12/2009,1.0906
01/01/2010,1.1019
08/01/2010,1.1673
15/01/2010,1.1892
22/01/2010,1.2055
29/01/2010,1.1934
05/02/2010,1.1612
12/02/2010,1.1234
19/02/2010,1.0907
26/02/2010,0.9963
05/03/2010,0.935
12/03/2010,0.8271
19/03/2010,0.8139
26/03/2010,0.7572
02/04/2010,0.7698
09/04/2010,0.9139
16/04/2010,0.8323
23/04/2010,0.7624
30/04/2010,0.7406
07/05/2010,0.7303
14/05/2010,0.7263
21/05/2010,0.721
28/05/2010,0.7093
04/06/2010,0.7054
11/06/2010,0.702
18/06/2010,0.7382
25/06/2010,0.7426
02/07/2010,0.7383
09/07/2010,0.7724
16/07/2010,0.8245
23/07/2010,0.8201
30/07/2010,0.8181
06/08/2010,0.8411
13/08/2010,0.8384
20/08/2010,0.8359
27/08/2010,0.8316
03/09/2010,0.8358
10/09/2010,0.8514
17/09/2010,0.8709
24/09/2010,0.912
01/10/2010,0.9733
08/10/2010,0.978
15/10/2010,0.9784
22/10/2010,0.9762
29/10/2010,0.9804
05/11/2010,0.983
12/11/2010,0.9936
19/11/2010,1.0005
26/11/2010,1.0404
03/12/2010,1.0541
10/12/2010,1.0672
17/12/2010,1.0798
24/12/2010,1.0908
31/12/2010,1.1082
07/01/2011,1.1151
14/01/2011,1.1044
21/01/2011,1.1075
28/01/2011,1.1118
04/02/2011,1.1127
11/02/2011,1.1454
18/02/2011,1.1899
25/02/2011,1.2441
04/03/2011,1.3405
11/03/2011,1.3754
18/03/2011,1.4943
25/03/2011,1.6323
01/04/2011,1.4579
08/04/2011,1.3854
15/04/2011,1.3843
22/04/2011,1.4569
29/04/2011,1.3374
06/05/2011,1.0651
13/05/2011,0.968
20/05/2011,0.9855
27/05/2011,1.0173
03/06/2011,1.012
10/06/2011,1.0844
17/06/2011,1.1496
24/06/2011,1.1488
01/07/2011,1.147
08/07/2011,1.1346
15/07/2011,1.1331
22/07/2011,1.1372
29/07/2011,1.1375
05/08/2011,1.1366
12/08/2011,1.153
19/08/2011,1.2102
26/08/2011,1.2468
02/09/2011,1.2236
09/09/2011,1.2205
16/09/2011,1.2121
23/09/2011,1.1875
30/09/2011,1.1848
07/10/2011,1.2168
14/10/2011,1.2174
21/10/2011,1.2322
28/10/2011,1.2574
04/11/2011,1.2627
11/11/2011,1.2725
18/11/2011,1.2824
25/11/2011,1.2878
02/12/2011,1.2737
09/12/2011,1.2728
16/12/2011,1.2635
23/12/2011,1.2367
30/12/2011,1.1952
06/01/2012,1.2
13/01/2012,1.224
20/01/2012,1.1601
27/01/2012,1.0956
03/02/2012,1.0776
10/02/2012,1.0829
17/02/2012,1.1581
24/02/2012,1.1661
02/03/2012,1.1813
09/03/2012,1.2008
16/03/2012,1.2077
23/03/2012,1.2099
30/03/2012,1.2158
06/04/2012,1.2131
13/04/2012,1.2037
20/04/2012,1.161
27/04/2012,1.1416
04/05/2012,1.1647
11/05/2012,1.1559
18/05/2012,1.1436
25/05/2012,1.1089
01/06/2012,1.0962
08/06/2012,1.0838
15/06/2012,1.0818
22/06/2012,1.0838
29/06/2012,1.0775
06/07/2012,1.0623
13/07/2012,1.0561
20/07/2012,1.056
27/07/2012,1.0592
03/08/2012,1.0521
10/08/2012,1.0332
17/08/2012,1.0331
24/08/2012,1.0381
31/08/2012,1.0795
07/09/2012,1.0849
14/09/2012,1.0767
21/09/2012,1.0478
28/09/2012,1.0391
05/10/2012,1.0244
12/10/2012,1.0139
19/10/2012,1.0064
26/10/2012,1.0028
02/11/2012,1.0178
09/11/2012,1.0643
16/11/2012,1.1125
23/11/2012,1.1166
30/11/2012,1.1304
07/12/2012,1.141
14/12/2012,1.1306
21/12/2012,1.1288
28/12/2012,1.1342
04/01/2013,1.1475
11/01/2013,1.1443
18/01/2013,1.1402
25/01/2013,1.1468
01/02/2013,1.162
08/02/2013,1.199
15/02/2013,1.2338
22/02/2013,1.2616
01/03/2013,1.2619
08/03/2013,1.257
15/03/2013,1.2339
22/03/2013,1.2037
29/03/2013,1.203
05/04/2013,1.2142
12/04/2013,1.2858
19/04/2013,1.3018
26/04/2013,1.1786
03/05/2013,1.1255
10/05/2013,1.1461
17/05/2013,1.1357
24/05/2013,1.0876
31/05/2013,1.0922
07/06/2013,1.1141
14/06/2013,1.1392
21/06/2013,1.1476
28/06/2013,1.1631
05/07/2013,1.1532
12/07/2013,1.1349
19/07/2013,1.0978
26/07/2013,1.0833
02/08/2013,1.0893
09/08/2013,1.0844
16/08/2013,1.0803
23/08/2013,1.0894
30/08/2013,1.1195
06/09/2013,1.1306
13/09/2013,1.1393
20/09/2013,1.1436
27/09/2013,1.1743
04/10/2013,1.1729
11/10/2013,1.1735
18/10/2013,1.1711
25/10/2013,1.1662
01/11/2013,1.1627
08/11/2013,1.1676
15/11/2013,1.2067
22/11/2013,1.2199
29/11/2013,1.2436
06/12/2013,1.2857
13/12/2013,1.2944
20/12/2013,1.2824
27/12/2013,1.2758
03/01/2014,1.2835
10/01/2014,1.2844
17/01/2014,1.2889
24/01/2014,1.2837
31/01/2014,1.2861
07/02/2014,1.3225
14/02/2014,1.3805
21/02/2014,1.4148
28/02/2014,1.4382
07/03/2014,1.4368
14/03/2014,1.4305
21/03/2014,1.4241
28/03/2014,1.3881
04/04/2014,1.3037
11/04/2014,1.3066
18/04/2014,1.4193
25/04/2014,1.3558
02/05/2014,1.2568
09/05/2014,1.1871
16/05/2014,1.1917
23/05/2014,1.202
30/05/2014,1.1939
06/06/2014,1.2071
13/06/2014,1.2156
20/06/2014,1.2216
27/06/2014,1.2251
04/07/2014,1.2378
11/07/2014,1.2424
18/07/2014,1.2358
25/07/2014,1.2055
01/08/2014,1.2035
08/08/2014,1.2042
15/08/2014,1.1988
22/08/2014,1.2153
29/08/2014,1.2326
05/09/2014,1.2316
12/09/2014,1.221
19/09/2014,1.2022
26/09/2014,1.1683
03/10/2014,1.1457
10/10/2014,1.1394
17/10/2014,1.1439
24/10/2014,1.1356
31/10/2014,1.1307
07/11/2014,1.1853
14/11/2014,1.2227
21/11/2014,1.2248
28/11/2014,1.2323
05/12/2014,1.2638
12/12/2014,1.2655
19/12/2014,1.2656
26/12/2014,1.2793
02/01/2015,1.2804
09/01/2015,1.2825
16/01/2015,1.2814
23/01/2015,1.3611
30/01/2015,1.3872
06/02/2015,1.415
13/02/2015,1.3925
20/02/2015,1.3856
27/02/2015,1.3174
06/03/2015,1.2827
13/03/2015,1.2745
20/03/2015,1.2191
27/03/2015,1.2683
03/04/2015,1.2589
10/04/2015,1.2568
17/04/2015,1.2629
24/04/2015,1.2704
01/05/2015,1.2614
08/05/2015,1.2313
15/05/2015,1.2331
22/05/2015,1.223
29/05/2015,1.2064
05/06/2015,1.2394
12/06/2015,1.2261
19/06/2015,1.2198
26/06/2015,1.1888
03/07/2015,1.1818
10/07/2015,1.2292
17/07/2015,1.2115
24/07/2015,1.1926
31/07/2015,1.1793
07/08/2015,1.1798
14/08/2015,1.175
21/08/2015,1.1642
28/08/2015,1.1769
04/09/2015,1.1893
11/09/2015,1.2575
18/09/2015,1.2991
25/09/2015,1.3001
02/10/2015,1.46
09/10/2015,1.521
16/10/2015,1.5294
23/10/2015,1.5451
30/10/2015,1.6183
06/11/2015,1.7035
13/11/2015,1.7423
20/11/2015,1.7313
27/11/2015,1.7191
04/12/2015,1.6973
11/12/2015,1.7002
18/12/2015,1.7128
25/12/2015,1.7031
01/01/2016,1.7258
08/01/2016,1.787
15/01/2016,1.8607
22/01/2016,1.8469
29/01/2016,1.8552
05/02/2016,1.8922
12/02/2016,1.9032
19/02/2016,1.9227
26/02/2016,1.9384
04/03/2016,1.9525
11/03/2016,1.9528
18/03/2016,1.933
25/03/2016,1.8424
01/04/2016,1.6552
08/04/2016,1.4329
15/04/2016,1.3691
22/04/2016,1.3725
29/04/2016,1.3452
06/05/2016,1.3369
13/05/2016,1.3746
20/05/2016,1.412
27/05/2016,1.4773
03/06/2016,1.5334
10/06/2016,1.5355
17/06/2016,1.4743
24/06/2016,1.4534
01/07/2016,1.4481
08/07/2016,1.4427
15/07/2016,1.4663
22/07/2016,1.539
29/07/2016,1.5587
05/08/2016,1.5718
12/08/2016,1.5688
19/08/2016,1.5566
26/08/2016,1.5473
02/09/2016,1.5609
09/09/2016,1.6027
16/09/2016,1.6209
23/09/2016,1.691
30/09/2016,1.7299
07/10/2016,1.7604
14/10/2016,1.8895
21/10/2016,1.9062
28/10/2016,1.9007
04/11/2016,1.8962
11/11/2016,1.8808
18/11/2016,1.874
25/11/2016,1.8339
02/12/2016,1.8295
09/12/2016,1.8948
16/12/2016,1.8832
23/12/2016,1.8676
30/12/2016,1.8619
06/01/2017,1.857
13/01/2017,1.8467
20/01/2017,1.8155
27/01/2017,1.777
03/02/2017,1.7405
10/02/2017,1.7172
17/02/2017,1.6661
24/02/2017,1.5846
03/03/2017,1.5662
10/03/2017,1.5102
17/03/2017,1.5252
24/03/2017,1.533
31/03/2017,1.4842
07/04/2017,1.436
14/04/2017,1.4732
21/04/2017,1.4976
28/04/2017,1.4974
05/05/2017,1.4591
12/05/2017,1.4192
19/05/2017,1.3871
26/05/2017,1.3994
02/06/2017,1.3492
09/06/2017,1.3453
16/06/2017,1.3501
23/06/2017,1.3161
30/06/2017,1.2919
07/07/2017,1.2686
14/07/2017,1.273
21/07/2017,1.302
28/07/2017,1.3632
04/08/2017,1.3885
11/08/2017,1.4212
18/08/2017,1.4253
25/08/2017,1.3999
01/09/2017,1.4032
08/09/2017,1.4435
15/09/2017,1.4355
22/09/2017,1.444
29/09/2017,1.4597
06/10/2017,1.5018
13/10/2017,1.5153
20/10/2017,1.5368
27/10/2017,1.5721
03/11/2017,1.5889
10/11/2017,1.6247
17/11/2017,1.6769
24/11/2017,1.681
01/12/2017,1.7097
08/12/2017,1.738
15/12/2017,1.751
22/12/2017,1.7521
29/12/2017,1.7726
05/01/2018,1.8163
12/01/2018,1.8515
19/01/2018,1.855
26/01/2018,1.8395
02/02/2018,1.8391
09/02/2018,1.833
16/02/2018,1.8523
23/02/2018,1.8675
02/03/2018,1.8817
09/03/2018,1.8797
16/03/2018,1.9022
23/03/2018,1.8617
30/03/2018,1.802
06/04/2018,1.6499
13/04/2018,1.5212
20/04/2018,1.4876
27/04/2018,1.4586
04/05/2018,1.4468
11/05/2018,1.5184
18/05/2018,1.621
25/05/2018,1.6484
01/06/2018,1.6868
08/06/2018,1.6966
15/06/2018,1.6491
22/06/2018,1.5621
29/06/2018,1.507
06/07/2018,1.4736
13/07/2018,1.4652
20/07/2018,1.4561
27/07/2018,1.4312
03/08/2018,1.4004
10/08/2018,1.3887
17/08/2018,1.3911
24/08/2018,1.4572
31/08/2018,1.5897
07/09/2018,1.6828
14/09/2018,1.664
21/09/2018,1.6848
28/09/2018,1.7102
05/10/2018,1.7894
12/10/2018,1.8211
19/10/2018,1.8129
26/10/2018,1.772
02/11/2018,1.7315
09/11/2018,1.6738
16/11/2018,1.6434
23/11/2018,1.633
30/11/2018,1.6229
07/12/2018,1.6641
14/12/2018,1.669
21/12/2018,1.6658
28/12/2018,1.6675
04/01/2019,1.6673
11/01/2019,1.6354
18/01/2019,1.6044
25/01/2019,1.559
01/02/2019,1.5231
08/02/2019,1.58
15/02/2019,1.6921
22/02/2019,1.7998
01/03/2019,1.8661
08/03/2019,1.8694
15/03/2019,1.8532
22/03/2019,1.7686
29/03/2019,1.6332
05/04/2019,1.6478
12/04/2019,1.8962
19/04/2019,1.9846
26/04/2019,1.8562
03/05/2019,1.6596
10/05/2019,1.6109
17/05/2019,1.682
24/05/2019,1.6493
31/05/2019,1.6228
07/06/2019,1.6487
14/06/2019,1.6175
21/06/2019,1.6105
28/06/2019,1.604
05/07/2019,1.6403
12/07/2019,1.6507
19/07/2019,1.6654
26/07/2019,1.7157
02/08/2019,1.7253
09/08/2019,1.7441
16/08/2019,1.7452
23/08/2019,1.7217
30/08/2019,1.6907
06/09/2019,1.7031
13/09/2019,1.6941
20/09/2019,1.7219
27/09/2019,1.7471
04/10/2019,1.7686
11/10/2019,1.8004
18/10/2019,1.8036
25/10/2019,1.8221
01/11/2019,1.8571
08/11/2019,1.8745
15/11/2019,1.8784
22/11/2019,1.9064
29/11/2019,1.9611
06/12/2019,2.0097
13/12/2019,1.9933
20/12/2019,1.9902
27/12/2019,2.0159
03/01/2020,2.0454
10/01/2020,2.0679
17/01/2020,2.0687
24/01/2020,2.0618
31/01/2020,2.0861
07/02/2020,2.1075
14/02/2020,2.1203
21/02/2020,2.1289
28/02/2020,2.1354
06/03/2020,2.1078
13/03/2020,1.9437
20/03/2020,1.6721
27/03/2020,1.5137
03/04/2020,1.3049
10/04/2020,1.399
17/04/2020,1.4545
24/04/2020,1.3003
01/05/2020,1.327
08/05/2020,1.3825
15/05/2020,1.3931
22/05/2020,1.4348
29/05/2020,1.5303
05/06/2020,1.622
12/06/2020,1.6746
19/06/2020,1.6607
26/06/2020,1.6166
03/07/2020,1.5992
10/07/2020,1.6101
17/07/2020,1.6206
24/07/2020,1.662
31/07/2020,1.692
07/08/2020,1.6735
14/08/2020,1.6613
21/08/2020,1.7293
28/08/2020,1.8095
04/09/2020,1.8151
11/09/2020,1.7741
18/09/2020,1.7616
25/09/2020,1.829
02/10/2020,1.8642
09/10/2020,1.8945
16/10/2020,2.0149
23/10/2020,2.0452
30/10/2020,2.057
06/11/2020,2.054
13/11/2020,2.062
20/11/2020,2.0744
27/11/2020,2.0707
04/12/2020,2.0548
11/12/2020,2.0512
18/12/2020,2.038
25/12/2020,2.0403
01/01/2021,2.0466
08/01/2021,2.0639
15/01/2021,2.0737
22/01/2021,2.1081
29/01/2021,2.1272
05/02/2021,2.1321
12/02/2021,2.2474
19/02/2021,2.5268
26/02/2021,2.71
05/03/2021,2.9071
12/03/2021,2.9059
19/03/2021,2.7414
26/03/2021,2.3071
02/04/2021,2.316
09/04/2021,2.374
16/04/2021,2.5852
23/04/2021,2.6747
30/04/2021,2.6589
07/05/2021,2.9261
14/05/2021,3.0488
21/05/2021,2.9107
28/05/2021,2.8783
04/06/2021,2.9983
11/06/2021,3.0004
18/06/2021,2.8753
25/06/2021,2.8057
02/07/2021,2.8339
09/07/2021,2.9235
16/07/2021,2.9618
23/07/2021,2.9116
30/07/2021,2.9675
06/08/2021,3.0318
13/08/2021,3.1382
20/08/2021,3.1806
27/08/2021,3.1878
03/09/2021,3.2245
10/09/2021,3.2365
17/09/2021,3.2635
24/09/2021,3.2999
01/10/2021,3.2922
08/10/2021,3.3411
15/10/2021,3.4292
22/10/2021,3.5495
29/10/2021,3.828
05/11/2021,3.8918
12/11/2021,3.8099
19/11/2021,3.6563
26/11/2021,3.5351
03/12/2021,3.4594
10/12/2021,3.3202
17/12/2021,3.3567
23/12/2021,3.3398
30/12/2021,3.3349
07/01/2022,3.351
14/01/2022,3.3516
21/01/2022,3.3041
28/01/2022,3.1648
04/02/2022,2.9073
11/02/2022,2.8383
18/02/2022,2.8825
25/02/2022,2.8692
04/03/2022,2.9211
11/03/2022,3.1606
18/03/2022,3.2827
25/03/2022,3.2739
01/04/2022,3.4135
08/04/2022,3.55
14/04/2022,3.8366
22/04/2022,3.8401
29/04/2022,3.4965
06/05/2022,3.3198
13/05/2022,3.3587
20/05/2022,3.3469
27/05/2022,3.2486
03/06/2022,3.0861
10/06/2022,3.084
17/06/2022,3.0116
24/06/2022,3.0644
01/07/2022,2.9634
08/07/2022,2.9013
15/07/2022,2.93
22/07/2022,2.9344
29/07/2022,2.9426
